"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661894","17661893","6047928482","https://vivacare.ca/locations/chilliwack-bc/",,"Y",,"Mon 09:00 - 12:00; Tue 09:00 - 12:00; Wed 09:00 - 12:00; Thu 09:00 - 12:00; Fri 09:00 - 12:00; No appointment required. Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","8249 Eagle Landing Parkway","","","","Chilliwack","BC","V2R 0P9","49.151848","-121.979080","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661893"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661896","17661895","6045838482","https://vivacare.ca/locations/surrey-guildford/","vivacareguildford@gmail.com","Y",,"Mon 08:30 - 16:00; Tue 08:00 - 17:00; Wed 08:00 - 16:00; Thu 08:00 - 17:30; Fri 08:00 - 16:00; Sat 08:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","1000-10355 152nd Street","","","","Surrey","BC","V3R 1N3","49.188825","-122.804342","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661895"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661898","17661897","6043814102","https://vivacare.ca/locations/abbotsford-bc/",,"Y",,"Mon 08:30 - 18:30; Tue 08:30 - 18:30; Wed 08:30 - 18:30; Thu 08:30 - 18:30; Fri 11:00 - 17:30; Note that hours are subject to physician availability and patient volume. Saturday and statutory holiday hours may be available; call to confirm.","3122 Mt Lehman Road","","","","Abbotsford","BC","V4X 0B3","49.059738","-122.379944","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661897"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661900","17661899","7782184100","https://vivacare.ca/locations/surrey-newton/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Sat 09:00 - 13:00; It is recommended that you call before going to the clinic to confirm hours and availability. Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","125-15299 68th Avenue","","","","Surrey","BC","V3S 2C1","49.126568","-122.799227","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661899"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661902","17661901","7782161822","https://vivacare.ca/locations/port-coquitlam-bc/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Sat 11:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","2150 Hawkins Street","","","","Port Coquitlam","BC","V3B 0G6","49.253528","-122.739462","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661901"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","17661904","17661903","6045999401","https://vivacare.ca/locations/delta-bc/",,"Y",,"Mon 09:00 - 17:00; Wed 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 15:00. Closed Christmas and New Year's Day.","120-6345 120th Street","","","","Delta","BC","V4E 2A6","49.118166","-122.890471","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661903"
"LN-9300","Walk In Medical Clinics","17661889","Viva Care","17661890","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","49451810","49451807","7783724474","https://vivacare.ca/locations/surrey-central-city/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 16:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","2151-10153 King George Blvd","","","","Surrey","BC","V3T 2W3","49.185883","-122.845896","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=49451807"
"LN-9300","Walk In Medical Clinics","17662624","Eljen Medical Clinic","17662625","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","17662627","17662626","2507827525",,,"Y",,"Mon 08:00 - 15:00; Tue 08:00 - 15:00; Wed 08:00 - 15:00; Thu 08:00 - 15:00; Fri 08:00 - 15:00; Sun 08:00; Clinic opens at 08:00, at which time names are taken for the day. Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1300 111th Avenue","","","","Dawson Creek","BC","V1G 2X5","55.749128","-120.237571","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17662625&SiteResourceAgencyNum=17662626"
"LN-9300","Walk In Medical Clinics","17662832","yYOUNG Medical Clinic and Pharmacy","62902334","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","62902342","52738759","6049148888","https://yyoungclinic.com/walk-in-clinic-2/",,"Y",,"Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Sat 08:30 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","1721 Main Street","","","","Vancouver","BC","V5T 3B5","49.269917","-123.100793","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=62902334&SiteResourceAgencyNum=52738759"
"LN-9300","Walk In Medical Clinics","17691993","Seymour Health Centre","17692011","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required for phone and walk-in visits. Call or visit to book a same day appointment.","17692126","17692121","6047382151","https://www.seymourhealth.ca/services",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 08:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1530 West 7th Avenue","","","","Vancouver","BC","V6J 1S3","49.265324","-123.139150","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17692011&SiteResourceAgencyNum=17692121"
"LN-9300","Walk In Medical Clinics","18433207","South Surrey Medical Clinic","18448965","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Online booking is available or call the clinic to schedule; no walk-in accepted.","18449218","18447121","6045427788","https://www.southsurreymedicalclinic.com/services/walkin-clinic/",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 16:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm. Closed Christmas Day, Boxing Day, New Year's Eve, and New Year's Day.","101-15850 26th Avenue","","","","Surrey","BC","V3Z 2N6","49.048561","-122.783332","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18448965&SiteResourceAgencyNum=18447121"
"LN-9300","Walk In Medical Clinics","21984298","Horizon Access Clinic","21984303","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day phone or in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","21984313","21984301","6043920881",,,"Y",,"Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 12:00; Sat 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","9105 Sunset Drive","","","","Chilliwack","BC","V2P 3X8","49.168381","-121.967945","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=21984303&SiteResourceAgencyNum=21984301"
"LN-9300","Walk In Medical Clinics","23195843","123 Walk-in Clinic","66196593","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","66196603","23195855","6047554408","https://123walkinclinic.com/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","108-2777 Gladwin Road","","","","Abbotsford","BC","V2T 4V1","49.051786","-122.315463","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=66196593&SiteResourceAgencyNum=23195855"
"LN-9300","Walk In Medical Clinics","25034378","Highroads Medical Clinics","25139720","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","25139724","25139712","6042654728","https://highroadsmedical.com/south-surrey-medical-clinic",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","410-15355 24th Avenue","","","","Surrey","BC","V4A 2H9","49.046489","-122.796608","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25139720&SiteResourceAgencyNum=25139712"
"LN-9300","Walk In Medical Clinics","25034378","Highroads Medical Clinics","25139720","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","25139726","25139716","2507687656","https://highroadsmedical.com/west-kelowna-medical-clinic",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","2145 Louie Drive","","","","West Kelowna","BC","V4T 3E6","49.840331","-119.612332","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25139720&SiteResourceAgencyNum=25139716"
"LN-9300","Walk In Medical Clinics","25034378","Highroads Medical Clinics","25139720","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","59549560","59549536","6044218820","https://highroadsmedical.com/burnaby-medical-clinic",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Fri 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","177-9855 Austin Avenue","","","","Burnaby","BC","V3J 1N4","49.251227","-122.895863","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25139720&SiteResourceAgencyNum=59549536"
